1	  0.54 
2	  0.39 
3	  0.25 
4	  0.12 
5	  1.12 
6	  0.99 
7	  0.85 
8	  0.71 
9	  0.56 
10	  0.41 
11	  0.27 
12	  0.14 
13	  0.01 
14	 -0.10 
15	 -0.19 
16	 -0.28 
17	 -0.34 
18	 -0.40 
19	 -0.41 
20	 -0.45 
21	 -0.44 
22	 -0.45 
23	 -0.42 
24	 -0.41 
25	 -0.35 
26	 -0.30 
27	 -0.20 
28	 -0.07 
29	  0.07 
30	  0.26 
31	  0.42 
32	  0.61 
33	  0.74 
34	  0.90 
35	  1.00 
36	  1.13 
37	  1.24 
38	  1.35 
39	  1.46 
40	  1.50 
41	  1.55 
42	  1.52 
43	  1.53 
44	  1.50 
45	  1.46 
46	  1.40 
47	  1.27 
48	  1.17 
49	  1.03 
50	  0.93 
51	  0.78 
52	  0.60 
53	  0.45 
54	  0.28 
55	  0.18 
56	  0.01 
57	 -0.15 
58	 -0.25 
59	 -0.37 
60	 -0.41 
61	 -0.53 
62	 -0.57 
63	 -0.56 
64	 -0.58 
65	 -0.54 
66	 -0.54 
67	 -0.45 
68	 -0.33 
69	 -0.29 
70	 -0.14 
71	  0.01 
72	  0.14 
73	  0.30 
74	  0.42 
75	  0.62 
76	  0.78 
77	  0.86 
78	  1.06 
79	  1.18 
80	  1.25 
81	  1.39 
82	  1.45 
83	  1.50 
84	  1.55 
85	  1.53 
86	  1.55 
87	  1.50 
88	  1.41 
89	  1.40 
90	  1.27 
91	  1.11 
92	  1.07 
93	  0.89 
94	  0.69 
95	  0.63 
96	  0.43 
97	  0.23 
98	  0.17 
99	 -0.02 
100	 -0.09 
101	 -0.14 
102	 -0.16 
103	 -0.18 
104	 -0.22 
105	 -0.27 
106	 -0.30 
107	 -0.30 
108	 -0.28 
109	 -0.27 
110	 -0.29 
111	 -0.29 
112	 -0.27 
113	 -0.22 
114	 -0.17 
115	 -0.14 
116	 -0.12 
117	 -0.08 
118	 -0.01 
119	  0.07 
120	  0.14 
121	  0.19 
122	  0.23 
123	  0.30 
124	  0.39 
125	  0.49 
126	  0.56 
127	  0.61 
128	  0.65 
129	  0.73 
130	  0.82 
131	  0.91 
132	  0.96 
133	  0.99 
134	  1.02 
135	  1.08 
136	  1.15 
137	  1.20 
138	  1.22 
139	  1.21 
140	  1.21 
141	  1.24 
142	  1.28 
143	  1.29 
144	  1.26 
145	  1.22 
146	  1.18 
147	  1.16 
148	  1.16 
149	  1.14 
150	  1.08 
151	  1.00 
152	  0.92 
153	  0.87 
154	  0.84 
155	  0.80 
156	  0.72 
157	  0.62 
158	  0.52 
159	  0.45 
160	  0.40 
161	  0.37 
162	  0.30 
163	  0.21 
164	  0.11 
165	  0.03 
166	 -0.01 
167	 -0.03 
168	 -0.05 
169	 -0.09 
170	 -0.16 
171	 -0.22 
172	 -0.25 
173	 -0.24 
174	 -0.20 
175	 -0.16 
176	 -0.13 
177	 -0.13 
178	 -0.13 
179	 -0.10 
180	 -0.03 
181	  0.06 
182	  0.16 
183	  0.22 
184	  0.25 
185	  0.27 
186	  0.28 
187	  0.32 
188	  0.40 
189	  0.49 
190	  0.58 
191	  0.66 
192	  0.71 
193	  0.75 
194	  0.78 
195	  0.83 
196	  0.90 
197	  0.98 
198	  1.06 
199	  0.00 
200	  0.45 
