1.000000	51.608971
1.000000	51.772808
1.000000	51.936646
1.000000	52.100483
1.000000	52.264324
1.000000	52.428162
1.000000	52.591999
1.000000	52.755836
1.000000	52.919674
1.000000	53.083511
1.000000	53.247349
1.000000	53.411182
1.000000	53.575020
1.000000	53.738861
1.000000	53.902702
1.000000	54.066544
1.000000	54.230381
1.000000	54.394218
1.000000	54.558060
1.000000	54.721901
1.000000	54.885735
1.000000	55.049576
1.000000	55.213413
1.000000	55.377247
1.000000	55.541084
1.000000	55.704922
1.000000	55.868763
1.000000	56.032600
1.000000	56.196438
1.000000	56.360275
1.000000	56.524113
1.000000	56.687954
1.000000	56.851795
1.000000	57.015629
1.000000	57.179470
1.000000	57.343307
1.000000	57.507141
1.000000	57.670979
1.000000	57.834816
1.000000	57.998657
1.000000	58.162495
1.000000	58.326332
1.000000	58.490170
1.000000	58.654007
1.000000	58.817848
1.000000	58.981686
1.000000	59.145523
1.000000	59.309361
1.000000	59.473202
1.000000	59.637043
1.000000	59.800884
1.000000	59.964722
1.000000	60.128559
1.000000	60.292400
1.000000	60.456242
1.000000	60.620079
1.000000	60.783916
1.000000	60.947754
1.000000	61.111591
1.000000	61.275429
1.000000	61.439266
1.000000	61.603104
1.000000	61.766941
1.000000	61.930782
1.000000	62.094620
1.000000	62.258457
1.000000	62.422295
1.000000	62.586132
1.000000	62.749969
1.000000	62.913807
1.000000	63.077648
1.000000	63.241486
1.000000	63.405323
1.000000	63.569160
1.000000	63.733002
1.000000	63.896839
1.000000	64.060677
1.000000	64.224518
1.000000	64.388359
1.000000	64.552200
1.000000	64.716042
1.000000	64.879883
1.000000	65.043716
1.000000	65.207550
1.000000	65.371391
1.000000	65.535233
1.000000	65.699074
1.000000	65.862907
1.000000	66.026749
1.000000	66.190590
1.000000	66.354431
1.000000	66.518265
1.000000	66.682106
1.000000	66.845940
1.000000	67.009781
1.000000	67.173615
1.000000	67.337456
1.000000	67.501289
1.000000	67.665131
1.000000	67.828964
1.000000	67.992798
1.000000	68.156639
1.000000	68.320480
1.000000	68.484322
1.000000	68.648163
1.000000	68.812004
1.000000	68.975845
1.000000	69.139687
1.000000	69.303528
1.000000	69.467361
1.000000	69.631203
1.000000	69.795044
1.000000	69.958885
1.000000	70.122719
1.000000	70.286560
1.000000	70.450401
1.000000	70.614243
1.000000	70.778084
1.000000	70.941925
1.000000	71.105759
1.000000	71.269600
1.000000	71.433434
1.000000	71.597275
1.000000	71.761108
1.000000	71.924950
1.000000	72.088791
1.000000	72.252625
1.000000	72.416466
1.000000	72.580307
1.000000	72.744148
1.000000	72.907990
1.000000	73.071823
1.000000	73.235664
1.000000	73.399506
1.000000	73.563347
1.000000	73.727188
1.000000	73.891022
1.000000	74.054863
1.000000	74.218697
1.000000	74.382538
1.000000	74.546379
1.000000	74.710213
1.000000	74.874046
1.000000	75.037880
1.000000	75.201721
1.000000	75.365562
1.000000	75.529396
1.000000	75.693237
1.000000	75.857079
1.000000	76.020912
1.000000	76.184746
1.000000	76.348579
1.000000	76.512413
1.000000	76.676247
1.000000	76.840088
1.000000	77.003922
1.000000	77.167763
1.000000	77.331596
1.000000	77.495430
1.000000	77.659264
1.000000	77.823097
1.000000	77.986931
1.000000	78.150764
1.000000	78.314606
1.000000	78.478439
1.000000	78.642281
1.000000	78.806122
1.000000	78.969963
1.000000	79.133804
1.000000	79.297646
1.000000	79.461487
1.000000	79.625320
1.000000	79.789162
1.000000	79.952995
1.000000	80.116837
1.000000	80.280678
1.000000	80.444519
1.000000	80.608360
1.000000	80.772202
1.000000	80.936043
1.000000	81.099876
1.000000	81.263718
1.000000	81.427551
1.000000	81.591393
1.000000	81.755234
1.000000	81.919075
1.000000	82.082916
1.000000	82.246758
1.000000	82.410591
1.000000	82.574425
1.000000	82.738266
1.000000	82.902107
1.000000	83.065941
1.000000	83.229774
1.000000	83.393616
1.000000	83.557449
1.000000	83.721283
1.000000	83.885124
1.000000	84.048965
1.000000	84.212807
1.000000	84.376640
1.000000	84.540482
1.000000	84.704323
1.000000	84.868164
1.000000	85.032005
1.000000	85.195847
1.000000	85.359680
1.000000	85.523521
1.000000	85.687355
1.000000	85.851196
1.000000	86.015038
1.000000	86.178879
1.000000	86.342720
1.000000	86.506561
1.000000	86.670403
1.000000	86.834236
1.000000	86.998077
1.000000	87.161911
1.000000	87.325745
1.000000	87.489586
1.000000	87.653427
1.000000	87.817268
1.000000	87.981110
1.000000	88.144943
1.000000	88.308784
1.000000	88.472618
1.000000	88.636459
1.000000	88.800301
1.000000	88.964134
1.000000	89.127968
1.000000	89.291809
1.000000	89.455650
1.000000	89.619492
1.000000	89.783325
1.000000	89.947166
1.000000	90.111008
1.000000	90.274841
1.000000	90.438675
1.000000	90.602509
1.000000	90.766342
1.000000	90.930183
1.000000	91.094025
1.000000	91.257858
1.000000	91.421700
1.000000	91.585541
1.000000	91.749374
1.000000	91.913208
1.000000	92.077049
1.000000	92.240891
1.000000	92.404732
1.000000	92.568565
1.000000	92.732407
1.000000	92.896240
1.000000	93.060074
1.000000	93.223915
1.000000	93.387756
1.000000	93.551598
1.000000	93.715439
1.000000	93.879272
1.000000	94.043114
1.000000	94.206947
1.000000	94.370789
1.000000	94.534630
1.000000	94.698471
1.000000	94.862305
1.000000	95.026146
1.000000	95.189987
1.000000	95.353828
1.000000	95.517662
1.000000	95.681503
1.000000	95.845345
1.000000	96.009178
1.000000	96.173012
1.000000	96.336845
1.000000	96.500687
1.000000	96.664528
1.000000	96.828362
1.000000	96.992203
