1	  0.59 
2	  0.74 
3	  0.89 
4	  1.02 
5	  1.15 
6	  1.02 
7	  0.89 
8	  0.74 
9	  0.60 
10	  0.44 
11	  0.31 
12	  0.16 
13	  0.05 
14	 -0.08 
15	 -0.16 
16	 -0.25 
17	 -0.30 
18	 -0.35 
19	 -0.34 
20	 -0.34 
21	 -0.28 
22	 -0.21 
23	 -0.10 
24	  0.03 
25	  0.19 
26	  0.37 
27	  0.53 
28	  0.71 
29	  0.84 
30	  0.99 
31	  1.08 
32	  1.22 
33	  1.32 
34	  1.45 
35	  1.56 
36	  1.65 
37	  1.74 
38	  1.74 
39	  1.77 
40	  1.73 
41	  1.73 
42	  1.69 
43	  1.64 
44	  1.57 
45	  1.43 
46	  1.33 
47	  1.18 
48	  1.09 
49	  0.94 
50	  0.77 
51	  0.63 
52	  0.46 
53	  0.37 
54	  0.22 
55	  0.10 
56	 -0.02 
57	 -0.11 
58	 -0.13 
59	 -0.22 
60	 -0.25 
61	 -0.25 
62	 -0.24 
63	 -0.16 
64	 -0.17 
65	 -0.07 
66	  0.05 
67	  0.13 
68	  0.27 
69	  0.37 
70	  0.55 
71	  0.71 
72	  0.79 
73	  0.99 
74	  1.13 
75	  1.24 
76	  1.38 
77	  1.47 
78	  1.60 
79	  1.66 
80	  1.67 
81	  1.78 
82	  1.77 
83	  1.72 
84	  1.77 
85	  1.69 
86	  1.59 
87	  1.56 
88	  1.42 
89	  1.30 
90	  1.20 
91	  1.03 
92	  0.90 
93	  0.76 
94	  0.58 
95	  0.48 
96	  0.33 
97	  0.17 
98	  0.10 
99	 -0.02 
100	 -0.13 
101	 -0.21 
102	 -0.25 
103	 -0.28 
104	 -0.34 
105	 -0.42 
106	 -0.47 
107	 -0.47 
108	 -0.44 
109	 -0.43 
110	 -0.45 
111	 -0.46 
112	 -0.43 
113	 -0.35 
114	 -0.27 
115	 -0.22 
116	 -0.19 
117	 -0.14 
118	 -0.03 
119	  0.10 
120	  0.21 
121	  0.29 
122	  0.36 
123	  0.46 
124	  0.60 
125	  0.76 
126	  0.87 
127	  0.95 
128	  1.02 
129	  1.13 
130	  1.28 
131	  1.42 
132	  1.50 
133	  1.55 
134	  1.60 
135	  1.69 
136	  1.80 
137	  1.89 
138	  1.92 
139	  1.91 
140	  1.91 
141	  1.95 
142	  2.00 
143	  2.03 
144	  2.00 
145	  1.93 
146	  1.86 
147	  1.83 
148	  1.83 
149	  1.80 
150	  1.71 
151	  1.58 
152	  1.46 
153	  1.37 
154	  1.33 
155	  1.27 
156	  1.16 
157	  1.00 
158	  0.84 
159	  0.71 
160	  0.64 
161	  0.58 
162	  0.49 
163	  0.35 
164	  0.19 
165	  0.05 
166	 -0.03 
167	 -0.06 
168	 -0.10 
169	 -0.17 
170	 -0.29 
171	 -0.41 
172	 -0.50 
173	 -0.53 
174	 -0.52 
175	 -0.52 
176	 -0.56 
177	 -0.64 
178	 -0.73 
179	 -0.78 
180	 -0.78 
181	 -0.72 
182	 -0.65 
183	 -0.60 
184	 -0.57 
185	 -0.56 
186	 -0.52 
187	 -0.42 
188	 -0.28 
189	 -0.09 
190	  0.09 
191	  0.24 
192	  0.33 
193	  0.40 
194	  0.45 
195	  0.53 
196	  0.65 
197	  0.82 
198	  1.01 
199	  1.20 

